Disease type,Sex,LHD,Period,"Rate per 100,000 population",LL 95% CI,UL 95% CI
Total,Males,Central Coast LHD,06/07,"1,603.00","1,541.70","1,666.10"
Total,Males,Central Coast LHD,07/08,"1,668.60","1,606.70","1,732.40"
Total,Males,Central Coast LHD,08/09,"1,639.60","1,578.50","1,702.60"
Total,Males,Central Coast LHD,09/10,"1,717.00","1,655.00","1,780.80"
Total,Males,Central Coast LHD,10/11,"1,719.00","1,657.20","1,782.50"
Total,Males,Central Coast LHD,11/12,"1,738.90","1,677.20","1,802.40"
Total,Males,Central Coast LHD,12/13,"1,776.60","1,714.40","1,840.50"
Total,Males,Central Coast LHD,13/14,"1,705.90","1,645.30","1,768.20"
Total,Males,Central Coast LHD,14/15,"1,866.30","1,803.00","1,931.20"
Total,Males,Central Coast LHD,15/16,"1,864.70","1,801.80","1,929.40"
Total,Males,Central Coast LHD,16/17,"1,755.80","1,695.40","1,817.80"
Total,Males,Central Coast LHD,17/18,"1,909.50","1,846.70","1,973.90"
Total,Males,Central Coast LHD,18/19,"1,847.40","1,785.60","1,910.90"
Total,Males,Central Coast LHD,19/20,"1,613.20","1,556.00","1,672.00"
Total,Males,Central Coast LHD,20/21,"1,514.90","1,458.30","1,573.10"
Total,Males,Central Coast LHD,21/22,"1,434.10","1,379.80","1,490.00"
Total,Males,Hunter New England LHD,01/02,"1,630.50","1,591.40","1,670.40"
Total,Males,Hunter New England LHD,02/03,"1,581.00","1,542.60","1,620.10"
Total,Males,Hunter New England LHD,03/04,"1,538.80","1,501.10","1,577.30"
Total,Males,Hunter New England LHD,04/05,"1,518.40","1,481.10","1,556.40"
Total,Males,Hunter New England LHD,05/06,"1,527.40","1,490.20","1,565.30"
Total,Males,Hunter New England LHD,06/07,"1,475.10","1,438.80","1,512.10"
Total,Males,Hunter New England LHD,07/08,"1,587.00","1,549.70","1,625.00"
Total,Males,Hunter New England LHD,08/09,"1,558.90","1,522.30","1,596.20"
Total,Males,Hunter New England LHD,09/10,"1,521.90","1,486.00","1,558.50"
Total,Males,Hunter New England LHD,10/11,"1,541.60","1,505.80","1,578.00"
Total,Males,Hunter New England LHD,11/12,"1,648.90","1,612.10","1,686.40"
Total,Males,Hunter New England LHD,12/13,"1,551.40","1,516.00","1,587.40"
Total,Males,Hunter New England LHD,13/14,"1,604.50","1,568.60","1,641.10"
Total,Males,Hunter New England LHD,14/15,"1,612.40","1,576.70","1,648.80"
Total,Males,Hunter New England LHD,15/16,"1,690.50","1,654.00","1,727.70"
Total,Males,Hunter New England LHD,16/17,"1,800.70","1,763.30","1,838.70"
Total,Males,Hunter New England LHD,17/18,"1,841.40","1,803.80","1,879.70"
Total,Males,Hunter New England LHD,18/19,"1,742.70","1,706.20","1,779.70"
Total,Males,Hunter New England LHD,19/20,"1,535.30","1,501.50","1,569.70"
Total,Males,Hunter New England LHD,20/21,"1,356.10","1,324.10","1,388.80"
Total,Males,Hunter New England LHD,21/22,"1,409.00","1,376.20","1,442.40"
Total,Males,Northern NSW LHD,01/02,"1,815.80","1,744.40","1,889.40"
Total,Males,Northern NSW LHD,02/03,"1,809.20","1,738.10","1,882.40"
Total,Males,Northern NSW LHD,03/04,"1,729.70","1,660.40","1,801.20"
Total,Males,Northern NSW LHD,04/05,"1,678.60","1,610.90","1,748.50"
Total,Males,Northern NSW LHD,05/06,"1,701.60","1,632.90","1,772.40"
Total,Males,Northern NSW LHD,06/07,"1,609.50","1,543.10","1,678.00"
Total,Males,Northern NSW LHD,07/08,"1,788.60","1,719.70","1,859.40"
Total,Males,Northern NSW LHD,08/09,"1,886.60","1,816.10","1,959.10"
Total,Males,Northern NSW LHD,09/10,"1,858.90","1,789.10","1,930.70"
Total,Males,Northern NSW LHD,10/11,"1,736.00","1,669.50","1,804.50"
Total,Males,Northern NSW LHD,11/12,"1,755.60","1,689.10","1,824.10"
Total,Males,Northern NSW LHD,12/13,"1,629.80","1,566.20","1,695.20"
Total,Males,Northern NSW LHD,13/14,"1,697.60","1,632.40","1,764.70"
Total,Males,Northern NSW LHD,14/15,"1,694.00","1,629.20","1,760.80"
Total,Males,Northern NSW LHD,15/16,"1,741.60","1,675.60","1,809.60"
Total,Males,Northern NSW LHD,16/17,"1,704.40","1,639.90","1,770.90"
Total,Males,Northern NSW LHD,17/18,"1,797.40","1,731.10","1,865.70"
Total,Males,Northern NSW LHD,18/19,"1,712.10","1,646.60","1,779.50"
Total,Males,Northern NSW LHD,19/20,"1,580.80","1,519.10","1,644.40"
Total,Males,Northern NSW LHD,20/21,"1,318.60","1,261.80","1,377.30"
Total,Males,Northern NSW LHD,21/22,"1,489.90","1,429.30","1,552.40"
Total,Males,Mid North Coast LHD,01/02,"2,017.10","1,927.10","2,110.20"
Total,Males,Mid North Coast LHD,02/03,"1,936.50","1,849.80","2,026.40"
Total,Males,Mid North Coast LHD,03/04,"2,061.30","1,972.50","2,153.00"
Total,Males,Mid North Coast LHD,04/05,"1,931.90","1,846.90","2,019.90"
Total,Males,Mid North Coast LHD,05/06,"1,770.40","1,688.40","1,855.50"
Total,Males,Mid North Coast LHD,06/07,"1,726.30","1,645.70","1,810.00"
Total,Males,Mid North Coast LHD,07/08,"1,841.60","1,759.00","1,927.10"
Total,Males,Mid North Coast LHD,08/09,"1,761.00","1,681.30","1,843.60"
Total,Males,Mid North Coast LHD,09/10,"1,783.50","1,704.20","1,865.60"
Total,Males,Mid North Coast LHD,10/11,"1,651.10","1,575.80","1,729.20"
Total,Males,Mid North Coast LHD,11/12,"1,666.80","1,591.90","1,744.30"
Total,Males,Mid North Coast LHD,12/13,"1,728.70","1,652.40","1,807.60"
Total,Males,Mid North Coast LHD,13/14,"1,599.10","1,526.80","1,674.00"
Total,Males,Mid North Coast LHD,14/15,"1,727.00","1,651.50","1,805.20"
Total,Males,Mid North Coast LHD,15/16,"1,888.40","1,809.10","1,970.30"
Total,Males,Mid North Coast LHD,16/17,"1,910.20","1,830.70","1,992.40"
Total,Males,Mid North Coast LHD,17/18,"1,780.90","1,705.20","1,859.20"
Total,Males,Mid North Coast LHD,18/19,"1,745.60","1,670.10","1,823.70"
Total,Males,Mid North Coast LHD,19/20,"1,598.60","1,527.20","1,672.40"
Total,Males,Mid North Coast LHD,20/21,"1,380.60","1,313.10","1,450.60"
Total,Males,Mid North Coast LHD,21/22,"1,456.50","1,387.10","1,528.60"
Total,Males,Southern NSW LHD,01/02,"1,688.10","1,602.50","1,777.10"
Total,Males,Southern NSW LHD,02/03,"1,558.00","1,477.20","1,642.00"
Total,Males,Southern NSW LHD,03/04,"1,587.90","1,506.40","1,672.60"
Total,Males,Southern NSW LHD,04/05,"1,515.80","1,437.10","1,597.80"
Total,Males,Southern NSW LHD,05/06,"1,472.20","1,394.80","1,552.70"
Total,Males,Southern NSW LHD,06/07,"1,395.30","1,320.40","1,473.30"
Total,Males,Southern NSW LHD,07/08,"1,508.10","1,431.50","1,587.90"
Total,Males,Southern NSW LHD,08/09,"1,482.50","1,407.30","1,560.70"
Total,Males,Southern NSW LHD,09/10,"1,549.60","1,473.70","1,628.50"
Total,Males,Southern NSW LHD,10/11,"1,708.50","1,629.20","1,790.70"
Total,Males,Southern NSW LHD,11/12,"1,784.20","1,703.90","1,867.30"
Total,Males,Southern NSW LHD,12/13,"1,522.00","1,448.50","1,598.40"
Total,Males,Southern NSW LHD,13/14,"1,547.10","1,472.80","1,624.20"
Total,Males,Southern NSW LHD,14/15,"1,458.70","1,387.20","1,532.90"
Total,Males,Southern NSW LHD,15/16,"1,632.50","1,557.40","1,710.30"
Total,Males,Southern NSW LHD,16/17,"1,720.10","1,643.40","1,799.50"
Total,Males,Southern NSW LHD,17/18,"1,805.20","1,727.80","1,885.20"
Total,Males,Southern NSW LHD,18/19,"1,792.10","1,715.00","1,871.80"
Total,Males,Southern NSW LHD,19/20,"1,400.80","1,334.00","1,470.00"
Total,Males,Southern NSW LHD,20/21,"1,271.30","1,207.50","1,337.50"
Total,Males,Southern NSW LHD,21/22,"1,158.10","1,097.50","1,221.30"
Total,Males,Murrumbidgee LHD,01/02,"2,597.90","2,506.70","2,691.60"
Total,Males,Murrumbidgee LHD,02/03,"2,594.00","2,502.80","2,687.60"
Total,Males,Murrumbidgee LHD,03/04,"2,492.50","2,403.00","2,584.50"
Total,Males,Murrumbidgee LHD,04/05,"2,550.00","2,459.50","2,643.10"
Total,Males,Murrumbidgee LHD,05/06,"2,566.80","2,477.00","2,659.10"
Total,Males,Murrumbidgee LHD,06/07,"2,258.60","2,175.00","2,344.60"
Total,Males,Murrumbidgee LHD,07/08,"2,528.60","2,440.30","2,619.30"
Total,Males,Murrumbidgee LHD,08/09,"2,472.30","2,385.40","2,561.70"
Total,Males,Murrumbidgee LHD,09/10,"2,427.20","2,341.60","2,515.20"
Total,Males,Murrumbidgee LHD,10/11,"2,480.40","2,394.20","2,568.80"
Total,Males,Murrumbidgee LHD,11/12,"2,583.20","2,495.60","2,673.10"
Total,Males,Murrumbidgee LHD,12/13,"2,340.50","2,257.80","2,425.50"
Total,Males,Murrumbidgee LHD,13/14,"2,494.00","2,408.60","2,581.70"
Total,Males,Murrumbidgee LHD,14/15,"2,540.20","2,454.60","2,628.10"
Total,Males,Murrumbidgee LHD,15/16,"2,520.50","2,435.40","2,607.80"
Total,Males,Murrumbidgee LHD,16/17,"2,659.90","2,572.90","2,749.10"
Total,Males,Murrumbidgee LHD,17/18,"2,674.70","2,588.00","2,763.60"
Total,Males,Murrumbidgee LHD,18/19,"2,670.90","2,584.20","2,759.70"
Total,Males,Murrumbidgee LHD,19/20,"2,148.10","2,071.30","2,227.10"
Total,Males,Murrumbidgee LHD,20/21,"1,985.00","1,910.20","2,062.00"
Total,Males,Murrumbidgee LHD,21/22,"1,876.10","1,803.80","1,950.70"
Total,Males,Western NSW LHD,01/02,"2,618.10","2,531.00","2,707.40"
Total,Males,Western NSW LHD,02/03,"2,693.70","2,605.10","2,784.70"
Total,Males,Western NSW LHD,03/04,"2,777.20","2,687.20","2,869.40"
Total,Males,Western NSW LHD,04/05,"2,533.40","2,447.30","2,621.80"
Total,Males,Western NSW LHD,05/06,"2,558.30","2,472.70","2,646.10"
Total,Males,Western NSW LHD,06/07,"2,279.70","2,199.40","2,362.20"
Total,Males,Western NSW LHD,07/08,"2,513.50","2,429.90","2,599.20"
Total,Males,Western NSW LHD,08/09,"2,368.70","2,288.30","2,451.20"
Total,Males,Western NSW LHD,09/10,"2,411.20","2,330.50","2,494.00"
Total,Males,Western NSW LHD,10/11,"2,346.10","2,267.20","2,427.10"
Total,Males,Western NSW LHD,11/12,"2,267.40","2,190.50","2,346.40"
Total,Males,Western NSW LHD,12/13,"2,312.30","2,235.00","2,391.60"
Total,Males,Western NSW LHD,13/14,"2,065.80","1,993.50","2,140.10"
Total,Males,Western NSW LHD,14/15,"2,179.40","2,105.20","2,255.60"
Total,Males,Western NSW LHD,15/16,"2,264.20","2,188.50","2,342.00"
Total,Males,Western NSW LHD,16/17,"2,361.80","2,285.20","2,440.30"
Total,Males,Western NSW LHD,17/18,"2,339.70","2,263.50","2,417.80"
Total,Males,Western NSW LHD,18/19,"2,242.80","2,168.00","2,319.50"
Total,Males,Western NSW LHD,19/20,"2,004.50","1,934.30","2,076.60"
Total,Males,Western NSW LHD,20/21,"1,796.70","1,729.60","1,865.70"
Total,Males,Western NSW LHD,21/22,"1,600.90","1,538.40","1,665.20"
Total,Males,Far West LHD,01/02,"2,483.80","2,254.40","2,730.50"
Total,Males,Far West LHD,02/03,"2,566.40","2,327.20","2,823.50"
Total,Males,Far West LHD,03/04,"2,345.70","2,113.50","2,596.40"
Total,Males,Far West LHD,04/05,"1,996.00","1,781.70","2,228.80"
Total,Males,Far West LHD,05/06,"2,218.10","1,995.40","2,459.00"
Total,Males,Far West LHD,06/07,"2,075.60","1,863.70","2,305.40"
Total,Males,Far West LHD,07/08,"2,216.90","1,996.80","2,454.80"
Total,Males,Far West LHD,08/09,"2,085.90","1,871.90","2,317.90"
Total,Males,Far West LHD,09/10,"1,869.10","1,666.00","2,090.30"
Total,Males,Far West LHD,10/11,"2,054.30","1,841.00","2,285.80"
Total,Males,Far West LHD,11/12,"2,277.70","2,052.00","2,521.60"
Total,Males,Far West LHD,12/13,"2,232.10","2,008.40","2,474.10"
Total,Males,Far West LHD,13/14,"1,880.90","1,676.30","2,103.90"
Total,Males,Far West LHD,14/15,"2,163.90","1,942.50","2,403.90"
Total,Males,Far West LHD,15/16,"2,265.80","2,040.60","2,509.70"
Total,Males,Far West LHD,16/17,"2,248.70","2,024.90","2,491.10"
Total,Males,Far West LHD,17/18,"2,125.50","1,908.20","2,361.30"
Total,Males,Far West LHD,18/19,"2,458.20","2,220.60","2,714.70"
Total,Males,Far West LHD,19/20,"2,170.90","1,950.10","2,410.40"
Total,Males,Far West LHD,20/21,"1,772.30","1,574.30","1,988.90"
Total,Males,Far West LHD,21/22,"1,505.40","1,322.40","1,707.50"
Total,Males,All LHDs,01/02,"1,698.80","1,684.30","1,713.40"
Total,Males,All LHDs,02/03,"1,639.40","1,625.30","1,653.70"
Total,Males,All LHDs,03/04,"1,623.50","1,609.40","1,637.60"
Total,Males,All LHDs,04/05,"1,620.50","1,606.50","1,634.60"
Total,Males,All LHDs,05/06,"1,605.90","1,592.10","1,619.80"
Total,Males,All LHDs,06/07,"1,598.20","1,584.50","1,611.90"
Total,Males,All LHDs,07/08,"1,713.60","1,699.60","1,727.70"
Total,Males,All LHDs,08/09,"1,686.90","1,673.20","1,700.80"
Total,Males,All LHDs,09/10,"1,670.30","1,656.80","1,683.90"
Total,Males,All LHDs,10/11,"1,690.80","1,677.40","1,704.40"
Total,Males,All LHDs,11/12,"1,735.70","1,722.20","1,749.30"
Total,Males,All LHDs,12/13,"1,693.80","1,680.50","1,707.10"
Total,Males,All LHDs,13/14,"1,701.20","1,688.10","1,714.40"
Total,Males,All LHDs,14/15,"1,740.80","1,727.70","1,754.10"
Total,Males,All LHDs,15/16,"1,767.70","1,754.50","1,780.90"
Total,Males,All LHDs,16/17,"1,783.30","1,770.20","1,796.50"
Total,Males,All LHDs,17/18,"1,828.50","1,815.30","1,841.70"
Total,Males,All LHDs,18/19,"1,807.60","1,794.60","1,820.70"
Total,Males,All LHDs,19/20,"1,565.20","1,553.20","1,577.30"
Total,Males,All LHDs,20/21,"1,435.30","1,423.80","1,446.90"
Total,Males,All LHDs,21/22,"1,508.60","1,496.80","1,520.30"
Total,Females,Sydney LHD,01/02,"1,096.30","1,054.30","1,139.50"
Total,Females,Sydney LHD,02/03,"1,088.50","1,047.10","1,131.20"
Total,Females,Sydney LHD,03/04,"1,063.90","1,023.10","1,105.90"
Total,Females,Sydney LHD,04/05,"1,072.90","1,032.20","1,114.90"
Total,Females,Sydney LHD,05/06,"1,018.60",979,"1,059.40"
Total,Females,Sydney LHD,06/07,"1,089.80","1,049.30","1,131.50"
Total,Females,Sydney LHD,07/08,"1,166.90","1,125.40","1,209.60"
Total,Females,Sydney LHD,08/09,"1,164.40","1,123.40","1,206.40"
Total,Females,Sydney LHD,09/10,"1,154.60","1,114.10","1,196.10"
Total,Females,Sydney LHD,10/11,"1,165.30","1,124.90","1,206.70"
Total,Females,Sydney LHD,11/12,"1,206.30","1,165.80","1,247.90"
Total,Females,Sydney LHD,12/13,"1,187.40","1,147.60","1,228.30"
Total,Females,Sydney LHD,13/14,"1,167.70","1,128.80","1,207.70"
Total,Females,Sydney LHD,14/15,"1,241.40","1,201.70","1,282.10"
Total,Females,Sydney LHD,15/16,"1,219.40","1,180.40","1,259.40"
Total,Females,Sydney LHD,16/17,"1,315.50","1,275.20","1,356.80"
Total,Females,Sydney LHD,17/18,"1,300.30","1,260.80","1,340.80"
Total,Females,Sydney LHD,18/19,"1,295.90","1,256.40","1,336.20"
Total,Females,Sydney LHD,19/20,"1,179.90","1,142.20","1,218.40"
Total,Females,Sydney LHD,20/21,"1,002.10",966.6,"1,038.50"
Total,Females,Sydney LHD,21/22,981.1,946.7,"1,016.40"
Total,Females,South Western Sydney LHD,01/02,"1,263.30","1,228.10","1,299.20"
Total,Females,South Western Sydney LHD,02/03,"1,253.10","1,218.20","1,288.70"
Total,Females,South Western Sydney LHD,03/04,"1,218.70","1,184.40","1,253.70"
Total,Females,South Western Sydney LHD,04/05,"1,208.20","1,174.30","1,242.80"
Total,Females,South Western Sydney LHD,05/06,"1,293.60","1,258.80","1,329.00"
Total,Females,South Western Sydney LHD,06/07,"1,293.60","1,259.20","1,328.80"
Total,Females,South Western Sydney LHD,07/08,"1,420.80","1,385.10","1,457.20"
Total,Females,South Western Sydney LHD,08/09,"1,392.40","1,357.30","1,428.10"
Total,Females,South Western Sydney LHD,09/10,"1,397.40","1,362.70","1,432.90"
Total,Females,South Western Sydney LHD,10/11,"1,406.70","1,372.10","1,442.00"
Total,Females,South Western Sydney LHD,11/12,"1,600.90","1,564.20","1,638.20"
Total,Females,South Western Sydney LHD,12/13,"1,509.90","1,474.60","1,545.80"
Total,Females,South Western Sydney LHD,13/14,"1,512.90","1,477.90","1,548.50"
Total,Females,South Western Sydney LHD,14/15,"1,583.70","1,548.40","1,619.70"
Total,Females,South Western Sydney LHD,15/16,"1,640.80","1,605.10","1,677.00"
Total,Females,South Western Sydney LHD,16/17,"1,701.70","1,665.90","1,738.00"
Total,Females,South Western Sydney LHD,17/18,"1,788.90","1,752.60","1,825.80"
Total,Females,South Western Sydney LHD,18/19,"1,704.80","1,669.80","1,740.30"
Total,Females,South Western Sydney LHD,19/20,"1,450.20","1,418.30","1,482.60"
Total,Females,South Western Sydney LHD,20/21,"1,244.90","1,215.50","1,274.90"
Total,Females,South Western Sydney LHD,21/22,"1,468.60","1,436.80","1,501.00"
Total,Females,South Eastern Sydney LHD,01/02,"1,085.10","1,052.40","1,118.60"
Total,Females,South Eastern Sydney LHD,02/03,"1,104.40","1,071.50","1,138.10"
Total,Females,South Eastern Sydney LHD,03/04,"1,100.40","1,067.70","1,133.90"
Total,Females,South Eastern Sydney LHD,04/05,"1,088.80","1,056.20","1,122.20"
Total,Females,South Eastern Sydney LHD,05/06,"1,102.90","1,070.10","1,136.50"
Total,Females,South Eastern Sydney LHD,06/07,"1,079.90","1,047.60","1,112.90"
Total,Females,South Eastern Sydney LHD,07/08,"1,220.50","1,186.50","1,255.20"
Total,Females,South Eastern Sydney LHD,08/09,"1,190.00","1,156.70","1,224.00"
Total,Females,South Eastern Sydney LHD,09/10,"1,204.00","1,170.50","1,238.20"
Total,Females,South Eastern Sydney LHD,10/11,"1,162.70","1,130.10","1,196.00"
Total,Females,South Eastern Sydney LHD,11/12,"1,278.00","1,244.10","1,312.60"
Total,Females,South Eastern Sydney LHD,12/13,"1,172.90","1,140.70","1,205.80"
Total,Females,South Eastern Sydney LHD,13/14,"1,188.00","1,155.80","1,220.80"
Total,Females,South Eastern Sydney LHD,14/15,"1,253.80","1,221.10","1,287.10"
Total,Females,South Eastern Sydney LHD,15/16,"1,286.80","1,253.80","1,320.60"
Total,Females,South Eastern Sydney LHD,16/17,"1,241.70","1,209.70","1,274.40"
Total,Females,South Eastern Sydney LHD,17/18,"1,264.50","1,232.10","1,297.40"
Total,Females,South Eastern Sydney LHD,18/19,"1,293.60","1,260.90","1,326.90"
Total,Females,South Eastern Sydney LHD,19/20,"1,134.40","1,104.00","1,165.60"
Total,Females,South Eastern Sydney LHD,20/21,"1,001.80",972.3,"1,032.00"
Total,Females,South Eastern Sydney LHD,21/22,"1,152.40","1,121.00","1,184.50"
Total,Females,Illawarra Shoalhaven LHD,01/02,"1,190.60","1,141.60","1,241.20"
Total,Females,Illawarra Shoalhaven LHD,02/03,"1,167.50","1,119.30","1,217.30"
Total,Females,Illawarra Shoalhaven LHD,03/04,"1,219.40","1,170.20","1,270.10"
Total,Females,Illawarra Shoalhaven LHD,04/05,"1,174.50","1,126.20","1,224.30"
Total,Females,Illawarra Shoalhaven LHD,05/06,"1,186.00","1,137.50","1,236.00"
Total,Females,Illawarra Shoalhaven LHD,06/07,"1,182.30","1,134.00","1,232.20"
Total,Females,Illawarra Shoalhaven LHD,07/08,"1,304.80","1,254.30","1,356.90"
Total,Females,Illawarra Shoalhaven LHD,08/09,"1,337.30","1,286.70","1,389.30"
Total,Females,Illawarra Shoalhaven LHD,09/10,"1,357.80","1,307.20","1,409.90"
Total,Females,Illawarra Shoalhaven LHD,10/11,"1,406.90","1,355.60","1,459.50"
Total,Females,Illawarra Shoalhaven LHD,11/12,"1,436.40","1,384.90","1,489.40"
Total,Females,Illawarra Shoalhaven LHD,12/13,"1,420.90","1,370.20","1,473.10"
Total,Females,Illawarra Shoalhaven LHD,13/14,"1,413.70","1,363.30","1,465.40"
Total,Females,Illawarra Shoalhaven LHD,14/15,"1,543.80","1,491.40","1,597.60"
Total,Females,Illawarra Shoalhaven LHD,15/16,"1,463.40","1,412.70","1,515.60"
Total,Females,Illawarra Shoalhaven LHD,16/17,"1,507.70","1,456.30","1,560.50"
Total,Females,Illawarra Shoalhaven LHD,17/18,"1,564.60","1,512.80","1,617.70"
Total,Females,Illawarra Shoalhaven LHD,18/19,"1,495.40","1,445.10","1,547.10"
Total,Females,Illawarra Shoalhaven LHD,19/20,"1,311.10","1,264.50","1,358.90"
Total,Females,Illawarra Shoalhaven LHD,20/21,"1,129.60","1,085.20","1,175.40"
Total,Females,Illawarra Shoalhaven LHD,21/22,"1,235.80","1,190.10","1,282.80"
Total,Females,Western Sydney LHD,01/02,"1,160.90","1,125.00","1,197.60"
Total,Females,Western Sydney LHD,02/03,"1,097.80","1,063.10","1,133.40"
Total,Females,Western Sydney LHD,03/04,"1,087.10","1,052.70","1,122.40"
Total,Females,Western Sydney LHD,04/05,"1,046.30","1,013.00","1,080.50"
Total,Females,Western Sydney LHD,05/06,"1,034.10","1,001.30","1,067.80"
Total,Females,Western Sydney LHD,06/07,"1,087.10","1,053.70","1,121.10"
Total,Females,Western Sydney LHD,07/08,"1,139.30","1,105.60","1,173.70"
Total,Females,Western Sydney LHD,08/09,"1,217.10","1,182.70","1,252.40"
Total,Females,Western Sydney LHD,09/10,"1,155.50","1,122.40","1,189.30"
Total,Females,Western Sydney LHD,10/11,"1,229.20","1,195.30","1,263.70"
Total,Females,Western Sydney LHD,11/12,"1,301.40","1,267.00","1,336.40"
Total,Females,Western Sydney LHD,12/13,"1,292.50","1,258.60","1,327.10"
Total,Females,Western Sydney LHD,13/14,"1,405.10","1,370.10","1,440.60"
Total,Females,Western Sydney LHD,14/15,"1,510.10","1,474.20","1,546.60"
Total,Females,Western Sydney LHD,15/16,"1,495.60","1,460.30","1,531.50"
Total,Females,Western Sydney LHD,16/17,"1,504.10","1,469.20","1,539.70"
Total,Females,Western Sydney LHD,17/18,"1,525.60","1,490.90","1,561.00"
Total,Females,Western Sydney LHD,18/19,"1,604.90","1,569.70","1,640.60"
Total,Females,Western Sydney LHD,19/20,"1,393.30","1,361.00","1,426.30"
Total,Females,Western Sydney LHD,20/21,"1,280.50","1,249.80","1,311.70"
Total,Females,Western Sydney LHD,21/22,"1,363.60","1,332.10","1,395.70"
Total,Females,Nepean Blue Mountains LHD,01/02,"1,351.00","1,295.20","1,408.70"
Total,Females,Nepean Blue Mountains LHD,02/03,"1,353.10","1,297.10","1,411.00"
Total,Females,Nepean Blue Mountains LHD,03/04,"1,313.70","1,258.50","1,370.70"
Total,Females,Nepean Blue Mountains LHD,04/05,"1,410.50","1,353.20","1,469.60"
Total,Females,Nepean Blue Mountains LHD,05/06,"1,343.50","1,287.70","1,401.00"
Total,Females,Nepean Blue Mountains LHD,06/07,"1,476.00","1,417.90","1,535.80"
Total,Females,Nepean Blue Mountains LHD,07/08,"1,540.00","1,481.10","1,600.60"
Total,Females,Nepean Blue Mountains LHD,08/09,"1,533.60","1,475.30","1,593.60"
Total,Females,Nepean Blue Mountains LHD,09/10,"1,455.20","1,398.80","1,513.20"
Total,Females,Nepean Blue Mountains LHD,10/11,"1,589.30","1,530.60","1,649.70"
Total,Females,Nepean Blue Mountains LHD,11/12,"1,517.20","1,460.40","1,575.70"
Total,Females,Nepean Blue Mountains LHD,12/13,"1,550.60","1,493.40","1,609.30"
Total,Females,Nepean Blue Mountains LHD,13/14,"1,552.70","1,496.10","1,611.00"
Total,Females,Nepean Blue Mountains LHD,14/15,"1,647.90","1,590.20","1,707.30"
Total,Females,Nepean Blue Mountains LHD,15/16,"1,669.90","1,611.90","1,729.40"
Total,Females,Nepean Blue Mountains LHD,16/17,"1,754.20","1,695.40","1,814.60"
Total,Females,Nepean Blue Mountains LHD,17/18,"1,856.00","1,795.90","1,917.70"
Total,Females,Nepean Blue Mountains LHD,18/19,"1,800.60","1,741.70","1,861.00"
Total,Females,Nepean Blue Mountains LHD,19/20,"1,552.70","1,498.60","1,608.20"
Total,Females,Nepean Blue Mountains LHD,20/21,"1,302.70","1,252.80","1,354.10"
Total,Females,Nepean Blue Mountains LHD,21/22,"1,575.30","1,520.10","1,632.00"
Total,Females,Northern Sydney LHD,01/02,"1,058.90","1,027.10","1,091.40"
Total,Females,Northern Sydney LHD,02/03,987.1,956.6,"1,018.40"
Total,Females,Northern Sydney LHD,03/04,"1,036.60","1,005.40","1,068.50"
Total,Females,Northern Sydney LHD,04/05,"1,059.50","1,027.80","1,091.90"
Total,Females,Northern Sydney LHD,05/06,"1,069.80","1,038.20","1,102.10"
Total,Females,Northern Sydney LHD,06/07,"1,063.00","1,031.60","1,095.00"
Total,Females,Northern Sydney LHD,07/08,"1,174.40","1,141.80","1,207.70"
Total,Females,Northern Sydney LHD,08/09,"1,201.70","1,168.90","1,235.30"
Total,Females,Northern Sydney LHD,09/10,"1,186.00","1,153.60","1,219.10"
Total,Females,Northern Sydney LHD,10/11,"1,255.00","1,221.80","1,288.80"
Total,Females,Northern Sydney LHD,11/12,"1,282.10","1,248.90","1,316.00"
Total,Females,Northern Sydney LHD,12/13,"1,218.90","1,186.80","1,251.60"
Total,Females,Northern Sydney LHD,13/14,"1,256.80","1,224.30","1,289.80"
Total,Females,Northern Sydney LHD,14/15,"1,376.50","1,343.00","1,410.70"
Total,Females,Northern Sydney LHD,15/16,"1,374.00","1,340.70","1,407.90"
Total,Females,Northern Sydney LHD,16/17,"1,401.20","1,367.80","1,435.30"
Total,Females,Northern Sydney LHD,17/18,"1,383.00","1,350.10","1,416.60"
Total,Females,Northern Sydney LHD,18/19,"1,373.00","1,340.00","1,406.50"
Total,Females,Northern Sydney LHD,19/20,"1,220.10","1,189.10","1,251.60"
Total,Females,Northern Sydney LHD,20/21,"1,078.70","1,048.80","1,109.20"
Total,Females,Northern Sydney LHD,21/22,"1,039.40","1,010.30","1,069.00"
Total,Females,Central Coast LHD,01/02,"1,269.80","1,215.70","1,325.80"
Total,Females,Central Coast LHD,02/03,"1,267.00","1,213.00","1,322.70"
Total,Females,Central Coast LHD,03/04,"1,206.00","1,153.70","1,260.10"
Total,Females,Central Coast LHD,04/05,"1,193.80","1,141.70","1,247.80"
Total,Females,Central Coast LHD,05/06,"1,252.20","1,198.90","1,307.30"
Total,Females,Central Coast LHD,06/07,"1,258.40","1,205.40","1,313.20"
Total,Females,Central Coast LHD,07/08,"1,422.20","1,366.10","1,479.90"
Total,Females,Central Coast LHD,08/09,"1,454.60","1,398.20","1,512.60"
Total,Females,Central Coast LHD,09/10,"1,482.20","1,425.10","1,541.00"
Total,Females,Central Coast LHD,10/11,"1,523.50","1,466.30","1,582.50"
Total,Females,Central Coast LHD,11/12,"1,547.50","1,490.10","1,606.60"
Total,Females,Central Coast LHD,12/13,"1,491.00","1,434.30","1,549.40"
Total,Females,Central Coast LHD,13/14,"1,512.40","1,455.80","1,570.70"
Total,Females,Central Coast LHD,14/15,"1,731.40","1,670.30","1,794.30"
