"Influenza and pneumonia hospitalisations by Age (years), Sex and LHD",,,,,,
Age (years),Sex,LHD,Period,"Rate per 100,000 population",LL 95% CI,UL 95% CI
All ages,Females,South Eastern Sydney LHD,5-Jun,188.8,176,202.3
All ages,Females,South Eastern Sydney LHD,6-Jul,184.8,172.4,197.9
All ages,Females,South Eastern Sydney LHD,7-Aug,215.5,202.2,229.6
All ages,Females,South Eastern Sydney LHD,8-Sep,187,174.7,199.8
All ages,Females,South Eastern Sydney LHD,9-Oct,201.4,188.6,214.9
All ages,Females,South Eastern Sydney LHD,10-Nov,195.9,183.5,209
All ages,Females,South Eastern Sydney LHD,11-Dec,224,210.7,237.9
All ages,Females,South Eastern Sydney LHD,Dec-13,194.9,182.8,207.6
All ages,Females,South Eastern Sydney LHD,13/14,195.9,183.8,208.6
All ages,Females,South Eastern Sydney LHD,14/15,251.1,237.4,265.4
All ages,Females,South Eastern Sydney LHD,15/16,231.1,218.1,244.7
All ages,Females,South Eastern Sydney LHD,16/17,247,233.8,260.8
All ages,Females,South Eastern Sydney LHD,17/18,300,285.4,315.1
All ages,Females,South Eastern Sydney LHD,18/19,316.5,301.4,332.2
All ages,Females,South Eastern Sydney LHD,19/20,296.7,282.3,311.8
All ages,Females,South Eastern Sydney LHD,20/21,135,125.3,145.3
All ages,Females,Illawarra Shoalhaven LHD,1-Feb,198.4,179.1,219.3
All ages,Females,Illawarra Shoalhaven LHD,2-Mar,179.1,161.1,198.7
All ages,Females,Illawarra Shoalhaven LHD,3-Apr,214.2,194.3,235.7
All ages,Females,Illawarra Shoalhaven LHD,4-May,225.6,205.2,247.6
All ages,Females,Illawarra Shoalhaven LHD,5-Jun,221.3,201.3,242.7
All ages,Females,Illawarra Shoalhaven LHD,6-Jul,186.3,168.2,205.9
All ages,Females,Illawarra Shoalhaven LHD,7-Aug,196.6,178,216.5
All ages,Females,Illawarra Shoalhaven LHD,8-Sep,247.5,227,269.5
All ages,Females,Illawarra Shoalhaven LHD,9-Oct,264.3,242.9,287
All ages,Females,Illawarra Shoalhaven LHD,10-Nov,249.2,229.1,270.6
All ages,Females,Illawarra Shoalhaven LHD,11-Dec,254.5,234.3,276
All ages,Females,Illawarra Shoalhaven LHD,Dec-13,268.7,248.7,290.1
All ages,Females,Illawarra Shoalhaven LHD,13/14,259.5,239.8,280.5
All ages,Females,Illawarra Shoalhaven LHD,14/15,313.6,291.6,336.8
All ages,Females,Illawarra Shoalhaven LHD,15/16,296.9,275.7,319.5
All ages,Females,Illawarra Shoalhaven LHD,16/17,280.5,260.3,301.9
All ages,Females,Illawarra Shoalhaven LHD,17/18,371.2,348,395.6
All ages,Females,Illawarra Shoalhaven LHD,18/19,339.7,317.8,362.8
All ages,Females,Illawarra Shoalhaven LHD,19/20,340,318,363.2
All ages,Females,Illawarra Shoalhaven LHD,20/21,192.9,176.5,210.5
All ages,Females,Western Sydney LHD,1-Feb,226.2,210.4,242.9
All ages,Females,Western Sydney LHD,2-Mar,213.3,198.1,229.4
All ages,Females,Western Sydney LHD,3-Apr,235.2,219.4,251.8
All ages,Females,Western Sydney LHD,4-May,224.3,208.9,240.5
All ages,Females,Western Sydney LHD,5-Jun,215.1,200.2,230.8
All ages,Females,Western Sydney LHD,6-Jul,222.9,207.8,238.7
All ages,Females,Western Sydney LHD,7-Aug,223.5,208.7,239
All ages,Females,Western Sydney LHD,8-Sep,235.2,220.1,251.2
All ages,Females,Western Sydney LHD,9-Oct,222.7,208.3,237.8
All ages,Females,Western Sydney LHD,10-Nov,238.2,223.4,253.6
All ages,Females,Western Sydney LHD,11-Dec,255,239.9,270.7
All ages,Females,Western Sydney LHD,Dec-13,243.2,228.5,258.5
All ages,Females,Western Sydney LHD,13/14,262.5,247.5,278.2
All ages,Females,Western Sydney LHD,14/15,302.3,286.3,318.9
All ages,Females,Western Sydney LHD,15/16,297.6,282.1,313.8
All ages,Females,Western Sydney LHD,16/17,291.9,276.6,307.9
All ages,Females,Western Sydney LHD,17/18,351,334.5,368.1
All ages,Females,Western Sydney LHD,18/19,362.4,345.9,379.5
All ages,Females,Western Sydney LHD,19/20,311.1,296,326.7
All ages,Females,Western Sydney LHD,20/21,161.9,151.3,173.1
All ages,Females,Nepean Blue Mountains LHD,1-Feb,263.9,238.9,290.7
All ages,Females,Nepean Blue Mountains LHD,2-Mar,293.1,267.1,320.9
All ages,Females,Nepean Blue Mountains LHD,3-Apr,290.7,264.9,318.4
All ages,Females,Nepean Blue Mountains LHD,4-May,276,250.8,303
All ages,Females,Nepean Blue Mountains LHD,5-Jun,253.4,229.5,279.2
All ages,Females,Nepean Blue Mountains LHD,6-Jul,262.6,238.5,288.5
All ages,Females,Nepean Blue Mountains LHD,7-Aug,320.1,293.6,348.3
All ages,Females,Nepean Blue Mountains LHD,8-Sep,251.5,228.2,276.4
All ages,Females,Nepean Blue Mountains LHD,9-Oct,244.1,221.4,268.6
All ages,Females,Nepean Blue Mountains LHD,10-Nov,312.5,286.9,339.7
All ages,Females,Nepean Blue Mountains LHD,11-Dec,294.6,270,320.8
All ages,Females,Nepean Blue Mountains LHD,Dec-13,268,244.8,292.8
All ages,Females,Nepean Blue Mountains LHD,13/14,274.9,251.7,299.7
All ages,Females,Nepean Blue Mountains LHD,14/15,320.3,295.7,346.5
All ages,Females,Nepean Blue Mountains LHD,15/16,326.5,301.4,353.1
All ages,Females,Nepean Blue Mountains LHD,16/17,301.2,277.7,326.3
All ages,Females,Nepean Blue Mountains LHD,17/18,386.6,360,414.7
All ages,Females,Nepean Blue Mountains LHD,18/19,370.6,344.7,398
All ages,Females,Nepean Blue Mountains LHD,19/20,354.3,329.4,380.6
All ages,Females,Nepean Blue Mountains LHD,20/21,182.8,165.2,201.9
All ages,Females,Northern Sydney LHD,1-Feb,186.8,174.2,200.1
All ages,Females,Northern Sydney LHD,2-Mar,179.8,167.5,192.7
All ages,Females,Northern Sydney LHD,3-Apr,204.1,191,218
All ages,Females,Northern Sydney LHD,4-May,199.4,186.6,213
All ages,Females,Northern Sydney LHD,5-Jun,191.7,179.3,204.9
All ages,Females,Northern Sydney LHD,6-Jul,164.1,152.7,176.2
All ages,Females,Northern Sydney LHD,7-Aug,197.3,184.9,210.4
All ages,Females,Northern Sydney LHD,8-Sep,208.1,195.3,221.6
All ages,Females,Northern Sydney LHD,9-Oct,200.7,188.2,213.8
All ages,Females,Northern Sydney LHD,10-Nov,217.9,205,231.5
All ages,Females,Northern Sydney LHD,11-Dec,237.8,224.3,251.8
All ages,Females,Northern Sydney LHD,Dec-13,199.5,187.5,212.1
All ages,Females,Northern Sydney LHD,13/14,197.4,185.5,209.9
All ages,Females,Northern Sydney LHD,14/15,264.6,250.8,279
All ages,Females,Northern Sydney LHD,15/16,274.3,260.4,288.8
All ages,Females,Northern Sydney LHD,16/17,261.8,248.4,275.7
All ages,Females,Northern Sydney LHD,17/18,306,291.6,320.9
All ages,Females,Northern Sydney LHD,18/19,302.4,287.9,317.5
All ages,Females,Northern Sydney LHD,19/20,288.3,274.3,303
All ages,Females,Northern Sydney LHD,20/21,136.4,126.8,146.7
All ages,Females,Central Coast LHD,1-Feb,198.1,177.9,220
All ages,Females,Central Coast LHD,2-Mar,213.2,192.4,235.8
All ages,Females,Central Coast LHD,3-Apr,217.8,196.7,240.5
All ages,Females,Central Coast LHD,4-May,190.7,171.1,212.1
All ages,Females,Central Coast LHD,5-Jun,208.5,187.8,230.9
All ages,Females,Central Coast LHD,6-Jul,215.2,194.3,237.8
All ages,Females,Central Coast LHD,7-Aug,198.6,179,219.8
All ages,Females,Central Coast LHD,8-Sep,241.2,219.4,264.6
All ages,Females,Central Coast LHD,9-Oct,221.4,200.5,243.9
All ages,Females,Central Coast LHD,10-Nov,251.1,229.2,274.6
All ages,Females,Central Coast LHD,11-Dec,241.1,219.9,263.7
All ages,Females,Central Coast LHD,Dec-13,217.2,197.2,238.8
All ages,Females,Central Coast LHD,13/14,206.7,188,226.9
All ages,Females,Central Coast LHD,14/15,269,246.7,292.8
All ages,Females,Central Coast LHD,15/16,298.5,275,323.5
All ages,Females,Central Coast LHD,16/17,260.3,239.2,282.9
All ages,Females,Central Coast LHD,17/18,343.6,318.8,369.9
All ages,Females,Central Coast LHD,18/19,339.6,314.9,365.8
All ages,Females,Central Coast LHD,19/20,336.9,312.6,362.7
All ages,Females,Central Coast LHD,20/21,185.3,167.3,204.9
All ages,Females,Hunter New England LHD,1-Feb,249.6,235.2,264.6
All ages,Females,Hunter New England LHD,2-Mar,277.4,262.4,293
All ages,Females,Hunter New England LHD,3-Apr,273.1,258.2,288.6
All ages,Females,Hunter New England LHD,4-May,272.5,257.7,288
All ages,Females,Hunter New England LHD,5-Jun,238.6,224.8,253
All ages,Females,Hunter New England LHD,6-Jul,227.3,213.8,241.5
All ages,Females,Hunter New England LHD,7-Aug,265.7,251.2,280.7
All ages,Females,Hunter New England LHD,8-Sep,229.7,216.5,243.6
All ages,Females,Hunter New England LHD,9-Oct,248.2,234.4,262.6
All ages,Females,Hunter New England LHD,10-Nov,270.2,255.9,285
All ages,Females,Hunter New England LHD,11-Dec,262,247.9,276.7
All ages,Females,Hunter New England LHD,Dec-13,228.4,215.6,241.7
All ages,Females,Hunter New England LHD,13/14,240.5,227.5,254.1
All ages,Females,Hunter New England LHD,14/15,317.4,302.4,332.9
All ages,Females,Hunter New England LHD,15/16,312.2,297.4,327.6
All ages,Females,Hunter New England LHD,16/17,344.5,329.1,360.4
All ages,Females,Hunter New England LHD,17/18,398.8,382.4,415.8
All ages,Females,Hunter New England LHD,18/19,341.7,326.4,357.5
All ages,Females,Hunter New England LHD,19/20,325.8,311.1,341
All ages,Females,Hunter New England LHD,20/21,193.2,182.2,204.8
All ages,Females,Northern NSW LHD,1-Feb,288.3,260.9,317.8
All ages,Females,Northern NSW LHD,2-Mar,318.4,290,348.8
All ages,Females,Northern NSW LHD,3-Apr,257,232.1,284
All ages,Females,Northern NSW LHD,4-May,242.2,217.5,269.1
All ages,Females,Northern NSW LHD,5-Jun,251.2,226.6,277.8
All ages,Females,Northern NSW LHD,6-Jul,235.6,211.6,261.7
All ages,Females,Northern NSW LHD,7-Aug,278.8,253,306.6
All ages,Females,Northern NSW LHD,8-Sep,291.2,264.8,319.5
All ages,Females,Northern NSW LHD,9-Oct,265.5,240.5,292.5
All ages,Females,Northern NSW LHD,10-Nov,233.1,209.7,258.4
All ages,Females,Northern NSW LHD,11-Dec,269.2,244.4,295.9
All ages,Females,Northern NSW LHD,Dec-13,245.6,222.5,270.6
All ages,Females,Northern NSW LHD,13/14,224.4,202.3,248.4
All ages,Females,Northern NSW LHD,14/15,291.9,266.4,319.1
All ages,Females,Northern NSW LHD,15/16,303.2,277,331.2
All ages,Females,Northern NSW LHD,16/17,273.4,249.7,298.9
All ages,Females,Northern NSW LHD,17/18,358.9,331.5,388.1
All ages,Females,Northern NSW LHD,18/19,344.3,316.2,374.3
All ages,Females,Northern NSW LHD,19/20,383.1,354.1,413.9
All ages,Females,Northern NSW LHD,20/21,190.4,170.5,212.1
All ages,Females,Mid North Coast LHD,1-Feb,301.8,268.9,337.7
All ages,Females,Mid North Coast LHD,2-Mar,332.7,298.6,369.8
All ages,Females,Mid North Coast LHD,3-Apr,365,329.3,403.6
All ages,Females,Mid North Coast LHD,4-May,337.4,302.6,375.2
All ages,Females,Mid North Coast LHD,5-Jun,280.8,249.9,314.6
All ages,Females,Mid North Coast LHD,6-Jul,278.4,247.7,311.9
All ages,Females,Mid North Coast LHD,7-Aug,339.7,306,376.2
All ages,Females,Mid North Coast LHD,8-Sep,357.1,323.2,393.7
All ages,Females,Mid North Coast LHD,9-Oct,319,286.9,353.8
All ages,Females,Mid North Coast LHD,10-Nov,292.9,263.1,325.3
All ages,Females,Mid North Coast LHD,11-Dec,300.6,269.7,334.1
All ages,Females,Mid North Coast LHD,Dec-13,329.4,298.8,362.4
All ages,Females,Mid North Coast LHD,13/14,277.9,251,307.2
All ages,Females,Mid North Coast LHD,14/15,342.3,311.2,375.9
All ages,Females,Mid North Coast LHD,15/16,357,324.5,391.9
All ages,Females,Mid North Coast LHD,16/17,298.2,269.5,329.2
All ages,Females,Mid North Coast LHD,17/18,355.7,324.6,389.2
All ages,Females,Mid North Coast LHD,18/19,342.1,311.4,375.2
All ages,Females,Mid North Coast LHD,19/20,341.3,310.7,374.3
All ages,Females,Mid North Coast LHD,20/21,243.3,217.5,271.4
All ages,Females,Southern NSW LHD,1-Feb,271.7,239.2,307.4
All ages,Females,Southern NSW LHD,2-Mar,299.9,266.2,336.8
All ages,Females,Southern NSW LHD,3-Apr,292.5,259.1,329.1
All ages,Females,Southern NSW LHD,4-May,275.5,243.6,310.5
All ages,Females,Southern NSW LHD,5-Jun,238.2,208.7,270.9
All ages,Females,Southern NSW LHD,6-Jul,249.4,220.1,281.7
All ages,Females,Southern NSW LHD,7-Aug,303.6,270.9,339.2
All ages,Females,Southern NSW LHD,8-Sep,317,284.2,352.6
All ages,Females,Southern NSW LHD,9-Oct,299.7,268.1,334.2
All ages,Females,Southern NSW LHD,10-Nov,395.9,359.3,435.3
All ages,Females,Southern NSW LHD,11-Dec,313.1,281,347.9
All ages,Females,Southern NSW LHD,Dec-13,296.5,266.1,329.5
All ages,Females,Southern NSW LHD,13/14,278.1,248.4,310.4
All ages,Females,Southern NSW LHD,14/15,315.8,284.2,350.1
All ages,Females,Southern NSW LHD,15/16,347.7,313.8,384.3
All ages,Females,Southern NSW LHD,16/17,391.8,357.6,428.7
All ages,Females,Southern NSW LHD,17/18,440,403.2,479.3
All ages,Females,Southern NSW LHD,18/19,383.7,348.4,421.6
All ages,Females,Southern NSW LHD,19/20,344,312.6,377.9
All ages,Females,Southern NSW LHD,20/21,255.7,228.9,284.9
All ages,Females,Murrumbidgee LHD,1-Feb,333.3,302.5,366.4
All ages,Females,Murrumbidgee LHD,2-Mar,368,335.7,402.5
All ages,Females,Murrumbidgee LHD,3-Apr,401.5,367.2,438.1
All ages,Females,Murrumbidgee LHD,4-May,369.5,336.9,404.5
All ages,Females,Murrumbidgee LHD,5-Jun,357.2,325.7,391.1
All ages,Females,Murrumbidgee LHD,6-Jul,327,296.8,359.6
All ages,Females,Murrumbidgee LHD,7-Aug,400.6,367,436.5
All ages,Females,Murrumbidgee LHD,8-Sep,374.6,342.2,409.4
All ages,Females,Murrumbidgee LHD,9-Oct,352.8,321.5,386.4
All ages,Females,Murrumbidgee LHD,10-Nov,433.8,398.6,471.4
All ages,Females,Murrumbidgee LHD,11-Dec,345.9,315,379.1
All ages,Females,Murrumbidgee LHD,Dec-13,340.5,310.7,372.6
All ages,Females,Murrumbidgee LHD,13/14,342.3,312.7,374.1
All ages,Females,Murrumbidgee LHD,14/15,403.3,370.9,437.9
All ages,Females,Murrumbidgee LHD,15/16,436.5,402.4,472.9
All ages,Females,Murrumbidgee LHD,16/17,470.3,435.1,507.7
All ages,Females,Murrumbidgee LHD,17/18,498.7,462.9,536.6
All ages,Females,Murrumbidgee LHD,18/19,487.7,452.1,525.4
All ages,Females,Murrumbidgee LHD,19/20,479.1,444,516.3
All ages,Females,Murrumbidgee LHD,20/21,262.2,236.9,289.5
All ages,Females,Western NSW LHD,1-Feb,438.9,405,474.8
All ages,Females,Western NSW LHD,2-Mar,465.9,431.1,502.9
All ages,Females,Western NSW LHD,3-Apr,478,442.5,515.6
All ages,Females,Western NSW LHD,4-May,404.8,372.4,439.2
All ages,Females,Western NSW LHD,5-Jun,457.2,422.5,494.1
All ages,Females,Western NSW LHD,6-Jul,344.8,315.2,376.6
All ages,Females,Western NSW LHD,7-Aug,444.3,410.3,480.3
All ages,Females,Western NSW LHD,8-Sep,437,403.5,472.5
All ages,Females,Western NSW LHD,9-Oct,408,376,442.1
All ages,Females,Western NSW LHD,10-Nov,491.8,456.5,529.1
All ages,Females,Western NSW LHD,11-Dec,429,396.5,463.4
All ages,Females,Western NSW LHD,Dec-13,369.9,340.3,401.4
All ages,Females,Western NSW LHD,13/14,385.5,355.3,417.6
All ages,Females,Western NSW LHD,14/15,398,367.9,430.1
All ages,Females,Western NSW LHD,15/16,451.6,419.1,486.1
All ages,Females,Western NSW LHD,16/17,490.2,456.7,525.5
All ages,Females,Western NSW LHD,17/18,476.2,443.4,510.9
All ages,Females,Western NSW LHD,18/19,463.4,430.6,498.1
All ages,Females,Western NSW LHD,19/20,435.9,404.2,469.6
All ages,Females,Western NSW LHD,20/21,289.3,264,316.4
All ages,Females,All LHDs,1-Feb,237.5,232.5,242.7
All ages,Females,All LHDs,2-Mar,251.8,246.7,257.1
All ages,Females,All LHDs,3-Apr,258.2,253,263.5
All ages,Females,All LHDs,4-May,243.4,238.4,248.6
All ages,Females,All LHDs,5-Jun,232.8,227.9,237.7
All ages,Females,All LHDs,6-Jul,219,214.3,223.8
All ages,Females,All LHDs,7-Aug,251.5,246.5,256.5
All ages,Females,All LHDs,8-Sep,244,239.1,248.9
All ages,Females,All LHDs,9-Oct,243.6,238.7,248.5
All ages,Females,All LHDs,10-Nov,260.7,255.7,265.7
All ages,Females,All LHDs,11-Dec,262.3,257.4,267.3
All ages,Females,All LHDs,Dec-13,239.8,235.1,244.5
All ages,Females,All LHDs,13/14,241,236.4,245.7
All ages,Females,All LHDs,14/15,297.4,292.3,302.6
All ages,Females,All LHDs,15/16,301.2,296.1,306.4
All ages,Females,All LHDs,16/17,306.1,301,311.2
All ages,Females,All LHDs,17/18,359,353.6,364.6
All ages,Females,All LHDs,18/19,344.6,339.3,350.1
All ages,Females,All LHDs,19/20,328.3,323.1,333.5
All ages,Females,All LHDs,20/21,179.3,175.6,183.2
All ages,Persons,Sydney LHD,1-Feb,273.1,258.3,288.5
All ages,Persons,Sydney LHD,2-Mar,273,258.2,288.4
All ages,Persons,Sydney LHD,3-Apr,274.4,259.6,289.9
All ages,Persons,Sydney LHD,4-May,274,259.2,289.4
All ages,Persons,Sydney LHD,5-Jun,235.8,222.3,249.9
All ages,Persons,Sydney LHD,6-Jul,235.5,222.3,249.3
All ages,Persons,Sydney LHD,7-Aug,245.9,232.5,259.8
All ages,Persons,Sydney LHD,8-Sep,217.9,205.5,230.9
All ages,Persons,Sydney LHD,9-Oct,226,213.4,239.1
All ages,Persons,Sydney LHD,10-Nov,246.1,233.1,259.6
All ages,Persons,Sydney LHD,11-Dec,263.4,250,277.2
All ages,Persons,Sydney LHD,Dec-13,237.2,224.8,250.1
All ages,Persons,Sydney LHD,13/14,231.9,219.8,244.6
All ages,Persons,Sydney LHD,14/15,294.2,280.6,308.3
All ages,Persons,Sydney LHD,15/16,295.9,282.4,309.9
All ages,Persons,Sydney LHD,16/17,322.7,308.9,337.1
All ages,Persons,Sydney LHD,17/18,365.2,350.6,380.2
All ages,Persons,Sydney LHD,18/19,328.7,315,342.9
All ages,Persons,Sydney LHD,19/20,334.9,321.2,348.9
All ages,Persons,Sydney LHD,20/21,193.8,183.5,204.5
All ages,Persons,South Western Sydney LHD,1-Feb,272.7,260.5,285.4
All ages,Persons,South Western Sydney LHD,2-Mar,284.3,271.8,297.2
All ages,Persons,South Western Sydney LHD,3-Apr,294.2,281.6,307.1
All ages,Persons,South Western Sydney LHD,4-May,266.3,254.5,278.6
All ages,Persons,South Western Sydney LHD,5-Jun,242.8,231.6,254.3
All ages,Persons,South Western Sydney LHD,6-Jul,239.7,228.7,251
All ages,Persons,South Western Sydney LHD,7-Aug,271.6,260.1,283.5
All ages,Persons,South Western Sydney LHD,8-Sep,254.4,243.4,265.7
All ages,Persons,South Western Sydney LHD,9-Oct,255.5,244.8,266.7
All ages,Persons,South Western Sydney LHD,10-Nov,259.4,248.6,270.5
All ages,Persons,South Western Sydney LHD,11-Dec,296.1,284.7,307.8
All ages,Persons,South Western Sydney LHD,Dec-13,261.7,251.1,272.6
All ages,Persons,South Western Sydney LHD,13/14,261.5,251.1,272.3
All ages,Persons,South Western Sydney LHD,14/15,314.8,303.4,326.4
All ages,Persons,South Western Sydney LHD,15/16,331.7,320.3,343.5
All ages,Persons,South Western Sydney LHD,16/17,353.2,341.5,365.1
All ages,Persons,South Western Sydney LHD,17/18,402.5,390.3,415.1
All ages,Persons,South Western Sydney LHD,18/19,382.5,370.8,394.6
All ages,Persons,South Western Sydney LHD,19/20,352.2,341,363.6
All ages,Persons,South Western Sydney LHD,20/21,202.2,193.9,210.7
All ages,Persons,South Eastern Sydney LHD,1-Feb,238.6,227.8,249.7
All ages,Persons,South Eastern Sydney LHD,2-Mar,255.1,244.1,266.6
All ages,Persons,South Eastern Sydney LHD,3-Apr,255.9,244.9,267.3
All ages,Persons,South Eastern Sydney LHD,4-May,239.2,228.6,250.1
All ages,Persons,South Eastern Sydney LHD,5-Jun,223.8,213.6,234.4
All ages,Persons,South Eastern Sydney LHD,6-Jul,218,208.1,228.3
All ages,Persons,South Eastern Sydney LHD,7-Aug,240.4,230,251
All ages,Persons,South Eastern Sydney LHD,8-Sep,218.5,208.8,228.6
All ages,Persons,South Eastern Sydney LHD,9-Oct,224.7,214.8,234.8
All ages,Persons,South Eastern Sydney LHD,10-Nov,223.1,213.4,233.1
All ages,Persons,South Eastern Sydney LHD,11-Dec,258.5,248.1,269.2
All ages,Persons,South Eastern Sydney LHD,Dec-13,222.3,212.9,232.1
All ages,Persons,South Eastern Sydney LHD,13/14,214.8,205.6,224.4
All ages,Persons,South Eastern Sydney LHD,14/15,276.6,266.1,287.3
All ages,Persons,South Eastern Sydney LHD,15/16,257.2,247.3,267.5
All ages,Persons,South Eastern Sydney LHD,16/17,278.3,268.1,288.8
All ages,Persons,South Eastern Sydney LHD,17/18,321.5,310.6,332.7
All ages,Persons,South Eastern Sydney LHD,18/19,339.3,328,350.9
All ages,Persons,South Eastern Sydney LHD,19/20,314.3,303.6,325.4
All ages,Persons,South Eastern Sydney LHD,20/21,158.7,151.2,166.6
All ages,Persons,Illawarra Shoalhaven LHD,1-Feb,236.2,220.9,252.2
All ages,Persons,Illawarra Shoalhaven LHD,2-Mar,211.1,196.9,226.1
All ages,Persons,Illawarra Shoalhaven LHD,3-Apr,230,215,245.7
All ages,Persons,Illawarra Shoalhaven LHD,4-May,254.4,238.8,270.7
All ages,Persons,Illawarra Shoalhaven LHD,5-Jun,247.1,231.8,263.1
All ages,Persons,Illawarra Shoalhaven LHD,6-Jul,218.4,204.3,233.2
All ages,Persons,Illawarra Shoalhaven LHD,7-Aug,234.5,219.9,249.9
All ages,Persons,Illawarra Shoalhaven LHD,8-Sep,286.9,270.9,303.6
All ages,Persons,Illawarra Shoalhaven LHD,9-Oct,290.7,274.7,307.4
All ages,Persons,Illawarra Shoalhaven LHD,10-Nov,269.3,254.3,285.1
All ages,Persons,Illawarra Shoalhaven LHD,11-Dec,275.2,260.1,290.8
All ages,Persons,Illawarra Shoalhaven LHD,Dec-13,296.2,281,312
All ages,Persons,Illawarra Shoalhaven LHD,13/14,295.9,280.8,311.6
All ages,Persons,Illawarra Shoalhaven LHD,14/15,346.8,330.3,364
All ages,Persons,Illawarra Shoalhaven LHD,15/16,320.7,304.8,337.2
All ages,Persons,Illawarra Shoalhaven LHD,16/17,310.9,295.7,326.8
All ages,Persons,Illawarra Shoalhaven LHD,17/18,389.2,372.3,406.6
All ages,Persons,Illawarra Shoalhaven LHD,18/19,367.4,351,384.3
All ages,Persons,Illawarra Shoalhaven LHD,19/20,363.8,347.6,380.6
All ages,Persons,Illawarra Shoalhaven LHD,20/21,222.7,210.1,235.8
All ages,Persons,Western Sydney LHD,1-Feb,261.3,248.6,274.5
All ages,Persons,Western Sydney LHD,2-Mar,248.6,236.3,261.3
All ages,Persons,Western Sydney LHD,3-Apr,269.4,256.8,282.4
All ages,Persons,Western Sydney LHD,4-May,247.1,235,259.6
All ages,Persons,Western Sydney LHD,5-Jun,245.8,234,258.2
All ages,Persons,Western Sydney LHD,6-Jul,250.8,238.9,263.1
All ages,Persons,Western Sydney LHD,7-Aug,260.6,248.7,272.9
All ages,Persons,Western Sydney LHD,8-Sep,262.8,250.9,275
All ages,Persons,Western Sydney LHD,9-Oct,262.8,251.2,274.7
All ages,Persons,Western Sydney LHD,10-Nov,267,255.4,279
All ages,Persons,Western Sydney LHD,11-Dec,294.8,282.8,307.2
All ages,Persons,Western Sydney LHD,Dec-13,268.7,257.3,280.4
All ages,Persons,Western Sydney LHD,13/14,292.8,281.1,304.8
All ages,Persons,Western Sydney LHD,14/15,314.7,302.8,326.9
All ages,Persons,Western Sydney LHD,15/16,319,307.2,331.1
All ages,Persons,Western Sydney LHD,16/17,318.3,306.6,330.3
All ages,Persons,Western Sydney LHD,17/18,379.7,367.2,392.6
All ages,Persons,Western Sydney LHD,18/19,376.8,364.6,389.3
All ages,Persons,Western Sydney LHD,19/20,334.8,323.5,346.4
All ages,Persons,Western Sydney LHD,20/21,192.9,184.5,201.6
All ages,Persons,Nepean Blue Mountains LHD,1-Feb,325.6,304.8,347.4
All ages,Persons,Nepean Blue Mountains LHD,2-Mar,314.8,294.8,335.7
All ages,Persons,Nepean Blue Mountains LHD,3-Apr,323.7,303.5,344.9
All ages,Persons,Nepean Blue Mountains LHD,4-May,314.9,294.9,335.9
All ages,Persons,Nepean Blue Mountains LHD,5-Jun,287.4,268.4,307.3
All ages,Persons,Nepean Blue Mountains LHD,6-Jul,299,279.9,319.1
All ages,Persons,Nepean Blue Mountains LHD,7-Aug,375.6,354.2,398
All ages,Persons,Nepean Blue Mountains LHD,8-Sep,287.7,269.2,307.2
All ages,Persons,Nepean Blue Mountains LHD,9-Oct,280.3,262.2,299.2
All ages,Persons,Nepean Blue Mountains LHD,10-Nov,353.1,333,374
All ages,Persons,Nepean Blue Mountains LHD,11-Dec,325.8,306.6,345.9
All ages,Persons,Nepean Blue Mountains LHD,Dec-13,294.4,276.4,313.2
All ages,Persons,Nepean Blue Mountains LHD,13/14,303.2,285.3,322
All ages,Persons,Nepean Blue Mountains LHD,14/15,351.1,332.1,370.9
All ages,Persons,Nepean Blue Mountains LHD,15/16,353.1,334.2,372.9
All ages,Persons,Nepean Blue Mountains LHD,16/17,332.8,314.6,351.7
All ages,Persons,Nepean Blue Mountains LHD,17/18,427,406.6,448.1
All ages,Persons,Nepean Blue Mountains LHD,18/19,392.3,373,412.4
All ages,Persons,Nepean Blue Mountains LHD,19/20,362.9,344.5,381.9
All ages,Persons,Nepean Blue Mountains LHD,20/21,210.5,196.8,225
All ages,Persons,Northern Sydney LHD,1-Feb,209.5,199.8,219.7
All ages,Persons,Northern Sydney LHD,2-Mar,205.3,195.7,215.2
All ages,Persons,Northern Sydney LHD,3-Apr,222.2,212.2,232.5
All ages,Persons,Northern Sydney LHD,4-May,226.1,216.1,236.4
All ages,Persons,Northern Sydney LHD,5-Jun,212.1,202.5,222
All ages,Persons,Northern Sydney LHD,6-Jul,194.3,185.2,203.7
All ages,Persons,Northern Sydney LHD,7-Aug,231.9,222.1,242.1
All ages,Persons,Northern Sydney LHD,8-Sep,233.2,223.3,243.3
All ages,Persons,Northern Sydney LHD,9-Oct,218.2,208.8,227.9
All ages,Persons,Northern Sydney LHD,10-Nov,237.3,227.6,247.5
All ages,Persons,Northern Sydney LHD,11-Dec,255.9,245.8,266.3
All ages,Persons,Northern Sydney LHD,Dec-13,215.6,206.6,225
All ages,Persons,Northern Sydney LHD,13/14,222.3,213.1,231.8
All ages,Persons,Northern Sydney LHD,14/15,281.6,271.3,292.2
All ages,Persons,Northern Sydney LHD,15/16,300.3,289.8,311.1
All ages,Persons,Northern Sydney LHD,16/17,287.1,277,297.6
All ages,Persons,Northern Sydney LHD,17/18,339.3,328.3,350.5
All ages,Persons,Northern Sydney LHD,18/19,325.5,314.7,336.6
All ages,Persons,Northern Sydney LHD,19/20,310.2,299.7,321
