"Respiratory disease hospitalisations by Disease type, Sex and LHD",,,,,,
Disease type,Sex,LHD,Period,"Rate per 100,000 population",LL 95% CI,UL 95% CI
Lung Cancer,Males,Northern NSW LHD,1-Feb,95.9,81.1,112.8
Lung Cancer,Males,Northern NSW LHD,2-Mar,72.4,59.9,86.9
Lung Cancer,Males,Northern NSW LHD,3-Apr,67.8,55.9,81.7
Lung Cancer,Males,Northern NSW LHD,4-May,82.9,69.7,97.9
Lung Cancer,Males,Northern NSW LHD,5-Jun,92.8,79,108.5
Lung Cancer,Males,Northern NSW LHD,6-Jul,91.7,78.2,107.1
Lung Cancer,Males,Northern NSW LHD,7-Aug,86.2,73.2,101
Lung Cancer,Males,Northern NSW LHD,8-Sep,64.6,53.3,77.7
Lung Cancer,Males,Northern NSW LHD,9-Oct,64.3,53.2,77.2
Lung Cancer,Males,Northern NSW LHD,10-Nov,80.4,68.1,94.6
Lung Cancer,Males,Northern NSW LHD,11-Dec,70.4,59,83.6
Lung Cancer,Males,Northern NSW LHD,Dec-13,78.1,66.5,91.4
Lung Cancer,Males,Northern NSW LHD,13/14,79.3,67.6,92.8
Lung Cancer,Males,Northern NSW LHD,14/15,87.9,75.7,101.8
Lung Cancer,Males,Northern NSW LHD,15/16,98.3,85.1,113.2
Lung Cancer,Males,Northern NSW LHD,16/17,91.5,79.1,105.6
Lung Cancer,Males,Northern NSW LHD,17/18,96.1,83.3,110.7
Lung Cancer,Males,Northern NSW LHD,18/19,93.2,80.5,107.5
Lung Cancer,Males,Northern NSW LHD,19/20,81.1,69.7,94.1
Lung Cancer,Males,Northern NSW LHD,20/21,76.2,65.4,88.5
Lung Cancer,Males,Northern NSW LHD,21/22,64.8,54.9,76.2
Lung Cancer,Males,Mid North Coast LHD,1-Feb,106.4,88.3,127.4
Lung Cancer,Males,Mid North Coast LHD,2-Mar,134.9,115.3,157.4
Lung Cancer,Males,Mid North Coast LHD,3-Apr,138.5,118.2,161.5
Lung Cancer,Males,Mid North Coast LHD,4-May,113.4,95.8,133.5
Lung Cancer,Males,Mid North Coast LHD,5-Jun,88.9,73.5,106.9
Lung Cancer,Males,Mid North Coast LHD,6-Jul,79.9,65.7,96.7
Lung Cancer,Males,Mid North Coast LHD,7-Aug,76.3,62.5,92.5
Lung Cancer,Males,Mid North Coast LHD,8-Sep,83.9,69.2,101.3
Lung Cancer,Males,Mid North Coast LHD,9-Oct,70.3,57.1,85.9
Lung Cancer,Males,Mid North Coast LHD,10-Nov,79.8,66,96.1
Lung Cancer,Males,Mid North Coast LHD,11-Dec,91.6,76.9,108.8
Lung Cancer,Males,Mid North Coast LHD,Dec-13,83.9,69.9,100.3
Lung Cancer,Males,Mid North Coast LHD,13/14,71.3,58.5,86.5
Lung Cancer,Males,Mid North Coast LHD,14/15,73.2,60.2,88.6
Lung Cancer,Males,Mid North Coast LHD,15/16,90.7,76.1,107.7
Lung Cancer,Males,Mid North Coast LHD,16/17,89.5,75.3,105.9
Lung Cancer,Males,Mid North Coast LHD,17/18,75.2,62.5,90
Lung Cancer,Males,Mid North Coast LHD,18/19,98.5,84,115.2
Lung Cancer,Males,Mid North Coast LHD,19/20,95,80.6,111.5
Lung Cancer,Males,Mid North Coast LHD,20/21,58.3,47.4,71.4
Lung Cancer,Males,Mid North Coast LHD,21/22,64.5,53.3,77.7
Lung Cancer,Males,Southern NSW LHD,1-Feb,95.3,77.3,116.4
Lung Cancer,Males,Southern NSW LHD,2-Mar,87.2,70,107.5
Lung Cancer,Males,Southern NSW LHD,3-Apr,74.1,58.2,93.2
Lung Cancer,Males,Southern NSW LHD,4-May,73,57.6,91.5
Lung Cancer,Males,Southern NSW LHD,5-Jun,87.5,70.5,107.6
Lung Cancer,Males,Southern NSW LHD,6-Jul,110.3,91.6,131.9
Lung Cancer,Males,Southern NSW LHD,7-Aug,111.2,92.3,133
Lung Cancer,Males,Southern NSW LHD,8-Sep,56.2,43.3,71.9
Lung Cancer,Males,Southern NSW LHD,9-Oct,138.4,118.5,160.9
Lung Cancer,Males,Southern NSW LHD,10-Nov,83,67.8,101
Lung Cancer,Males,Southern NSW LHD,11-Dec,97.4,81.2,116.3
Lung Cancer,Males,Southern NSW LHD,Dec-13,98.9,82.6,117.7
Lung Cancer,Males,Southern NSW LHD,13/14,72.3,58.7,88.4
Lung Cancer,Males,Southern NSW LHD,14/15,46.8,36.1,60
Lung Cancer,Males,Southern NSW LHD,15/16,83.5,69.1,100.3
Lung Cancer,Males,Southern NSW LHD,16/17,92.7,77.6,110.2
Lung Cancer,Males,Southern NSW LHD,17/18,73.2,59.8,89.1
Lung Cancer,Males,Southern NSW LHD,18/19,56.9,45.7,70.4
Lung Cancer,Males,Southern NSW LHD,19/20,50.2,39.9,62.7
Lung Cancer,Males,Southern NSW LHD,20/21,65.5,53.4,79.9
Lung Cancer,Males,Southern NSW LHD,21/22,58,46.3,72
Lung Cancer,Males,Murrumbidgee LHD,1-Feb,134.9,115.2,157.1
Lung Cancer,Males,Murrumbidgee LHD,2-Mar,124.1,104.9,145.7
Lung Cancer,Males,Murrumbidgee LHD,3-Apr,134.8,115.1,157
Lung Cancer,Males,Murrumbidgee LHD,4-May,143.9,123.2,167.2
Lung Cancer,Males,Murrumbidgee LHD,5-Jun,141.9,121.9,164.3
Lung Cancer,Males,Murrumbidgee LHD,6-Jul,126.3,108,146.9
Lung Cancer,Males,Murrumbidgee LHD,7-Aug,110.5,93.8,129.4
Lung Cancer,Males,Murrumbidgee LHD,8-Sep,131.5,113.2,152
Lung Cancer,Males,Murrumbidgee LHD,9-Oct,108,91.8,126.5
Lung Cancer,Males,Murrumbidgee LHD,10-Nov,91.4,76.7,108.4
Lung Cancer,Males,Murrumbidgee LHD,11-Dec,127.7,110.4,147.1
Lung Cancer,Males,Murrumbidgee LHD,Dec-13,115.4,99.2,133.7
Lung Cancer,Males,Murrumbidgee LHD,13/14,107,91.5,124.6
Lung Cancer,Males,Murrumbidgee LHD,14/15,114,98.1,131.9
Lung Cancer,Males,Murrumbidgee LHD,15/16,107.3,91.8,124.9
Lung Cancer,Males,Murrumbidgee LHD,16/17,94.2,80,110.5
Lung Cancer,Males,Murrumbidgee LHD,17/18,91.4,77.7,107.1
Lung Cancer,Males,Murrumbidgee LHD,18/19,80.4,67.8,95
Lung Cancer,Males,Murrumbidgee LHD,19/20,87.6,74.6,102.4
Lung Cancer,Males,Murrumbidgee LHD,20/21,89,75.7,104.2
Lung Cancer,Males,Murrumbidgee LHD,21/22,93.6,79.9,109.2
Lung Cancer,Males,Western NSW LHD,1-Feb,126.9,108.5,147.6
Lung Cancer,Males,Western NSW LHD,2-Mar,134.7,114.8,157
Lung Cancer,Males,Western NSW LHD,3-Apr,120.5,102.7,140.7
Lung Cancer,Males,Western NSW LHD,4-May,119.7,102,139.5
Lung Cancer,Males,Western NSW LHD,5-Jun,111.1,93.8,130.6
Lung Cancer,Males,Western NSW LHD,6-Jul,103.1,87.4,121.1
Lung Cancer,Males,Western NSW LHD,7-Aug,95.3,79.9,112.9
Lung Cancer,Males,Western NSW LHD,8-Sep,101.7,86.2,119.3
Lung Cancer,Males,Western NSW LHD,9-Oct,82,68.5,97.4
Lung Cancer,Males,Western NSW LHD,10-Nov,102.1,87,119.3
Lung Cancer,Males,Western NSW LHD,11-Dec,84.7,71.3,100.1
Lung Cancer,Males,Western NSW LHD,Dec-13,88.9,75.2,104.6
Lung Cancer,Males,Western NSW LHD,13/14,91.1,77.4,106.6
Lung Cancer,Males,Western NSW LHD,14/15,81.9,69,96.6
Lung Cancer,Males,Western NSW LHD,15/16,69.2,57.3,82.9
Lung Cancer,Males,Western NSW LHD,16/17,86.5,73.4,101.4
Lung Cancer,Males,Western NSW LHD,17/18,91.7,78.1,107.2
Lung Cancer,Males,Western NSW LHD,18/19,87.4,74.1,102.5
Lung Cancer,Males,Western NSW LHD,19/20,80.9,68.5,95.1
Lung Cancer,Males,Western NSW LHD,20/21,75.2,63.5,88.6
Lung Cancer,Males,Western NSW LHD,21/22,71,59.5,84.3
Lung Cancer,Males,Far West LHD,1-Feb,121.8,77.1,184.1
Lung Cancer,Males,Far West LHD,2-Mar,155.6,104.1,224.6
Lung Cancer,Males,Far West LHD,3-Apr,175.8,120,249.6
Lung Cancer,Males,Far West LHD,4-May,158.5,101.5,235.5
Lung Cancer,Males,Far West LHD,5-Jun,173.8,117.9,248
Lung Cancer,Males,Far West LHD,6-Jul,132.2,86.2,195.7
Lung Cancer,Males,Far West LHD,7-Aug,108.6,68.4,166
Lung Cancer,Males,Far West LHD,8-Sep,49.1,23.4,92.9
Lung Cancer,Males,Far West LHD,9-Oct,82.1,47.2,134.8
Lung Cancer,Males,Far West LHD,10-Nov,124.3,79.2,187.5
Lung Cancer,Males,Far West LHD,11-Dec,59.6,31.5,105.6
Lung Cancer,Males,Far West LHD,Dec-13,113.8,73.9,170.4
Lung Cancer,Males,Far West LHD,13/14,44.9,21.4,86.5
Lung Cancer,Males,Far West LHD,14/15,81.5,48.8,131.4
Lung Cancer,Males,Far West LHD,15/16,157.2,107.3,224.7
Lung Cancer,Males,Far West LHD,16/17,41.8,19.9,81.9
Lung Cancer,Males,Far West LHD,17/18,51.1,26.3,93.8
Lung Cancer,Males,Far West LHD,18/19,115,73.9,173.7
Lung Cancer,Males,Far West LHD,19/20,85.5,50.3,138.9
Lung Cancer,Males,Far West LHD,20/21,126.6,77.6,195.7
Lung Cancer,Males,Far West LHD,21/22,70.7,37.1,124.5
Lung Cancer,Males,All LHDs,1-Feb,106,102.4,109.7
Lung Cancer,Males,All LHDs,2-Mar,101,97.5,104.6
Lung Cancer,Males,All LHDs,3-Apr,102.6,99.1,106.2
Lung Cancer,Males,All LHDs,4-May,101.4,98,105
Lung Cancer,Males,All LHDs,5-Jun,91.8,88.6,95.2
Lung Cancer,Males,All LHDs,6-Jul,94.5,91.3,97.9
Lung Cancer,Males,All LHDs,7-Aug,89.7,86.6,92.9
Lung Cancer,Males,All LHDs,8-Sep,87.3,84.2,90.4
Lung Cancer,Males,All LHDs,9-Oct,90.1,87,93.2
Lung Cancer,Males,All LHDs,10-Nov,77.8,75,80.7
Lung Cancer,Males,All LHDs,11-Dec,79.5,76.7,82.3
Lung Cancer,Males,All LHDs,Dec-13,79.2,76.4,82
Lung Cancer,Males,All LHDs,13/14,68.9,66.4,71.5
Lung Cancer,Males,All LHDs,14/15,70.5,67.9,73.1
Lung Cancer,Males,All LHDs,15/16,72.9,70.3,75.5
Lung Cancer,Males,All LHDs,16/17,71.6,69.1,74.1
Lung Cancer,Males,All LHDs,17/18,66.4,64,68.8
Lung Cancer,Males,All LHDs,18/19,66.1,63.7,68.5
Lung Cancer,Males,All LHDs,19/20,59.8,57.6,62.1
Lung Cancer,Males,All LHDs,20/21,57.9,55.8,60.1
Lung Cancer,Males,All LHDs,21/22,56.2,54.1,58.3
Lung Cancer,Females,Sydney LHD,1-Feb,33.1,26.3,41.1
Lung Cancer,Females,Sydney LHD,2-Mar,36.2,29.1,44.5
Lung Cancer,Females,Sydney LHD,3-Apr,39.4,32,48.1
Lung Cancer,Females,Sydney LHD,4-May,43.5,35.7,52.4
Lung Cancer,Females,Sydney LHD,5-Jun,47.6,39.6,56.6
Lung Cancer,Females,Sydney LHD,6-Jul,30.4,24.1,37.9
Lung Cancer,Females,Sydney LHD,7-Aug,33.1,26.6,40.8
Lung Cancer,Females,Sydney LHD,8-Sep,45.5,37.8,54.4
Lung Cancer,Females,Sydney LHD,9-Oct,44.1,36.7,52.6
Lung Cancer,Females,Sydney LHD,10-Nov,36.1,29.4,43.8
Lung Cancer,Females,Sydney LHD,11-Dec,38.5,31.6,46.4
Lung Cancer,Females,Sydney LHD,Dec-13,41.8,34.8,49.7
Lung Cancer,Females,Sydney LHD,13/14,34,27.9,41.1
Lung Cancer,Females,Sydney LHD,14/15,45.6,38.4,53.7
Lung Cancer,Females,Sydney LHD,15/16,36,29.8,43.2
Lung Cancer,Females,Sydney LHD,16/17,35.8,29.5,43
Lung Cancer,Females,Sydney LHD,17/18,37.9,31.6,45.1
Lung Cancer,Females,Sydney LHD,18/19,39.1,32.7,46.4
Lung Cancer,Females,Sydney LHD,19/20,30.8,25.2,37.4
Lung Cancer,Females,Sydney LHD,20/21,27.8,22.6,33.9
Lung Cancer,Females,Sydney LHD,21/22,35.7,29.9,42.4
Lung Cancer,Females,South Western Sydney LHD,1-Feb,53,45.7,61.1
Lung Cancer,Females,South Western Sydney LHD,2-Mar,45.7,39,53.3
Lung Cancer,Females,South Western Sydney LHD,3-Apr,59.7,51.9,68.3
Lung Cancer,Females,South Western Sydney LHD,4-May,41,34.8,48.1
Lung Cancer,Females,South Western Sydney LHD,5-Jun,50.5,43.6,58.2
Lung Cancer,Females,South Western Sydney LHD,6-Jul,55.4,48.3,63.3
Lung Cancer,Females,South Western Sydney LHD,7-Aug,52.3,45.5,59.8
Lung Cancer,Females,South Western Sydney LHD,8-Sep,78.6,70.4,87.6
Lung Cancer,Females,South Western Sydney LHD,9-Oct,85.9,77.4,95.1
Lung Cancer,Females,South Western Sydney LHD,10-Nov,70.3,62.7,78.6
Lung Cancer,Females,South Western Sydney LHD,11-Dec,65.4,58.1,73.2
Lung Cancer,Females,South Western Sydney LHD,Dec-13,73,65.3,81.3
Lung Cancer,Females,South Western Sydney LHD,13/14,45.9,39.9,52.5
Lung Cancer,Females,South Western Sydney LHD,14/15,43.9,38.1,50.2
Lung Cancer,Females,South Western Sydney LHD,15/16,43.5,37.9,49.7
Lung Cancer,Females,South Western Sydney LHD,16/17,40.3,34.9,46.2
Lung Cancer,Females,South Western Sydney LHD,17/18,40.2,35,46
Lung Cancer,Females,South Western Sydney LHD,18/19,46,40.5,52
Lung Cancer,Females,South Western Sydney LHD,19/20,45.2,39.8,51
Lung Cancer,Females,South Western Sydney LHD,20/21,51.6,46,57.7
Lung Cancer,Females,South Western Sydney LHD,21/22,43.4,38.3,49
Lung Cancer,Females,South Eastern Sydney LHD,1-Feb,37.3,31.6,43.6
Lung Cancer,Females,South Eastern Sydney LHD,2-Mar,41.6,35.7,48.2
Lung Cancer,Females,South Eastern Sydney LHD,3-Apr,47.7,41.4,54.7
Lung Cancer,Females,South Eastern Sydney LHD,4-May,44.1,38,50.8
Lung Cancer,Females,South Eastern Sydney LHD,5-Jun,48.4,42,55.5
Lung Cancer,Females,South Eastern Sydney LHD,6-Jul,51.5,45,58.7
Lung Cancer,Females,South Eastern Sydney LHD,7-Aug,52.5,46,59.6
Lung Cancer,Females,South Eastern Sydney LHD,8-Sep,44.6,38.7,51.1
Lung Cancer,Females,South Eastern Sydney LHD,9-Oct,44.6,38.7,51.1
Lung Cancer,Females,South Eastern Sydney LHD,10-Nov,55.8,49.1,63.1
Lung Cancer,Females,South Eastern Sydney LHD,11-Dec,51.3,45.1,58.2
Lung Cancer,Females,South Eastern Sydney LHD,Dec-13,51.8,45.5,58.8
Lung Cancer,Females,South Eastern Sydney LHD,13/14,44.5,38.8,50.9
Lung Cancer,Females,South Eastern Sydney LHD,14/15,42.6,37,48.7
Lung Cancer,Females,South Eastern Sydney LHD,15/16,36.9,31.8,42.6
Lung Cancer,Females,South Eastern Sydney LHD,16/17,44.8,39.2,51
Lung Cancer,Females,South Eastern Sydney LHD,17/18,38.9,33.8,44.6
Lung Cancer,Females,South Eastern Sydney LHD,18/19,38.1,33,43.8
Lung Cancer,Females,South Eastern Sydney LHD,19/20,31.8,27.2,37
Lung Cancer,Females,South Eastern Sydney LHD,20/21,34.4,29.7,39.7
Lung Cancer,Females,South Eastern Sydney LHD,21/22,31.7,27.3,36.8
Lung Cancer,Females,Illawarra Shoalhaven LHD,1-Feb,39.5,31.4,49.1
Lung Cancer,Females,Illawarra Shoalhaven LHD,2-Mar,36,28.5,45
Lung Cancer,Females,Illawarra Shoalhaven LHD,3-Apr,50.5,41.6,60.9
Lung Cancer,Females,Illawarra Shoalhaven LHD,4-May,43.5,35.3,53.1
Lung Cancer,Females,Illawarra Shoalhaven LHD,5-Jun,50.8,41.9,61.2
Lung Cancer,Females,Illawarra Shoalhaven LHD,6-Jul,35.8,28.5,44.6
Lung Cancer,Females,Illawarra Shoalhaven LHD,7-Aug,83.7,72,96.7
Lung Cancer,Females,Illawarra Shoalhaven LHD,8-Sep,103.4,90.4,117.8
Lung Cancer,Females,Illawarra Shoalhaven LHD,9-Oct,107.8,95.2,121.8
Lung Cancer,Females,Illawarra Shoalhaven LHD,10-Nov,52.7,44.1,62.5
Lung Cancer,Females,Illawarra Shoalhaven LHD,11-Dec,61.2,51.9,71.9
Lung Cancer,Females,Illawarra Shoalhaven LHD,Dec-13,55.5,47.1,65.2
Lung Cancer,Females,Illawarra Shoalhaven LHD,13/14,49.6,41.6,58.9
Lung Cancer,Females,Illawarra Shoalhaven LHD,14/15,49.9,41.8,59.2
Lung Cancer,Females,Illawarra Shoalhaven LHD,15/16,46.1,38.4,55
Lung Cancer,Females,Illawarra Shoalhaven LHD,16/17,54.4,46.2,63.7
Lung Cancer,Females,Illawarra Shoalhaven LHD,17/18,56.6,48.3,66
Lung Cancer,Females,Illawarra Shoalhaven LHD,18/19,42.6,35.5,50.8
Lung Cancer,Females,Illawarra Shoalhaven LHD,19/20,54,46.1,63.1
Lung Cancer,Females,Illawarra Shoalhaven LHD,20/21,38.3,31.8,45.9
Lung Cancer,Females,Illawarra Shoalhaven LHD,21/22,40.9,33.8,49.1
Lung Cancer,Females,Western Sydney LHD,1-Feb,40.4,33.6,48.1
Lung Cancer,Females,Western Sydney LHD,2-Mar,43.8,36.8,51.7
Lung Cancer,Females,Western Sydney LHD,3-Apr,54.5,46.7,63.3
Lung Cancer,Females,Western Sydney LHD,4-May,53.7,45.9,62.3
Lung Cancer,Females,Western Sydney LHD,5-Jun,51.7,44.3,60
Lung Cancer,Females,Western Sydney LHD,6-Jul,46,39.1,53.8
Lung Cancer,Females,Western Sydney LHD,7-Aug,42.4,35.9,49.8
Lung Cancer,Females,Western Sydney LHD,8-Sep,43.3,36.8,50.7
Lung Cancer,Females,Western Sydney LHD,9-Oct,54.3,47,62.5
Lung Cancer,Females,Western Sydney LHD,10-Nov,33.1,27.5,39.5
Lung Cancer,Females,Western Sydney LHD,11-Dec,38.1,32.2,44.8
Lung Cancer,Females,Western Sydney LHD,Dec-13,41.8,35.7,48.6
Lung Cancer,Females,Western Sydney LHD,13/14,38.4,32.6,44.9
Lung Cancer,Females,Western Sydney LHD,14/15,46.1,39.8,53.1
Lung Cancer,Females,Western Sydney LHD,15/16,46.8,40.5,53.7
Lung Cancer,Females,Western Sydney LHD,16/17,47.4,41.2,54.2
Lung Cancer,Females,Western Sydney LHD,17/18,45.8,39.8,52.4
Lung Cancer,Females,Western Sydney LHD,18/19,46.1,40.2,52.5
Lung Cancer,Females,Western Sydney LHD,19/20,38.1,32.9,43.9
Lung Cancer,Females,Western Sydney LHD,20/21,48.3,42.5,54.7
Lung Cancer,Females,Western Sydney LHD,21/22,33.3,28.6,38.6
Lung Cancer,Females,Nepean Blue Mountains LHD,1-Feb,60.2,48.2,74.1
Lung Cancer,Females,Nepean Blue Mountains LHD,2-Mar,76.1,62.9,91.3
Lung Cancer,Females,Nepean Blue Mountains LHD,3-Apr,69.3,56.8,83.8
Lung Cancer,Females,Nepean Blue Mountains LHD,4-May,62.2,50.2,76.1
Lung Cancer,Females,Nepean Blue Mountains LHD,5-Jun,48.8,38.3,61.2
Lung Cancer,Females,Nepean Blue Mountains LHD,6-Jul,54.6,43.8,67.2
Lung Cancer,Females,Nepean Blue Mountains LHD,7-Aug,73,60.2,87.7
Lung Cancer,Females,Nepean Blue Mountains LHD,8-Sep,74.8,62.4,89
Lung Cancer,Females,Nepean Blue Mountains LHD,9-Oct,54.2,43.5,66.6
Lung Cancer,Females,Nepean Blue Mountains LHD,10-Nov,36.4,28,46.5
Lung Cancer,Females,Nepean Blue Mountains LHD,11-Dec,48.4,39,59.6
Lung Cancer,Females,Nepean Blue Mountains LHD,Dec-13,39.5,31.1,49.6
Lung Cancer,Females,Nepean Blue Mountains LHD,13/14,39.4,30.8,49.6
Lung Cancer,Females,Nepean Blue Mountains LHD,14/15,41.2,32.7,51.3
Lung Cancer,Females,Nepean Blue Mountains LHD,15/16,40.8,32.4,50.7
Lung Cancer,Females,Nepean Blue Mountains LHD,16/17,37.5,29.7,46.9
Lung Cancer,Females,Nepean Blue Mountains LHD,17/18,39.7,31.7,49.3
Lung Cancer,Females,Nepean Blue Mountains LHD,18/19,39.9,32,49.3
Lung Cancer,Females,Nepean Blue Mountains LHD,19/20,36.9,29.5,45.7
Lung Cancer,Females,Nepean Blue Mountains LHD,20/21,49.5,40.8,59.4
Lung Cancer,Females,Nepean Blue Mountains LHD,21/22,40.2,32.8,48.9
Lung Cancer,Females,Northern Sydney LHD,1-Feb,48.1,42,54.9
Lung Cancer,Females,Northern Sydney LHD,2-Mar,35.7,30.4,41.7
Lung Cancer,Females,Northern Sydney LHD,3-Apr,56.4,49.7,63.7
Lung Cancer,Females,Northern Sydney LHD,4-May,47.9,41.7,54.7
Lung Cancer,Females,Northern Sydney LHD,5-Jun,54.4,47.9,61.6
Lung Cancer,Females,Northern Sydney LHD,6-Jul,48.1,42,54.9
Lung Cancer,Females,Northern Sydney LHD,7-Aug,52.2,46,59.1
Lung Cancer,Females,Northern Sydney LHD,8-Sep,50.1,44,56.9
Lung Cancer,Females,Northern Sydney LHD,9-Oct,61.3,54.6,68.6
Lung Cancer,Females,Northern Sydney LHD,10-Nov,61,54.4,68.2
Lung Cancer,Females,Northern Sydney LHD,11-Dec,51.8,45.8,58.5
Lung Cancer,Females,Northern Sydney LHD,Dec-13,52.2,46.2,58.9
Lung Cancer,Females,Northern Sydney LHD,13/14,43.7,38.2,49.7
Lung Cancer,Females,Northern Sydney LHD,14/15,51.4,45.5,57.9
Lung Cancer,Females,Northern Sydney LHD,15/16,60.7,54.3,67.7
Lung Cancer,Females,Northern Sydney LHD,16/17,52.4,46.6,58.9
Lung Cancer,Females,Northern Sydney LHD,17/18,49.8,44.2,56
Lung Cancer,Females,Northern Sydney LHD,18/19,46.1,40.8,51.9
Lung Cancer,Females,Northern Sydney LHD,19/20,45.2,40.1,50.8
Lung Cancer,Females,Northern Sydney LHD,20/21,39.7,34.9,45
Lung Cancer,Females,Northern Sydney LHD,21/22,38.6,34,43.8
Lung Cancer,Females,Central Coast LHD,1-Feb,71,59.8,83.8
Lung Cancer,Females,Central Coast LHD,2-Mar,51.8,42.1,63.3
Lung Cancer,Females,Central Coast LHD,3-Apr,55.6,45.7,67.1
Lung Cancer,Females,Central Coast LHD,4-May,55.1,45.3,66.6
Lung Cancer,Females,Central Coast LHD,5-Jun,49.8,40.7,60.6
Lung Cancer,Females,Central Coast LHD,6-Jul,68.5,57.6,81
Lung Cancer,Females,Central Coast LHD,7-Aug,71.6,60.6,84.1
Lung Cancer,Females,Central Coast LHD,8-Sep,57.1,47.3,68.4
Lung Cancer,Females,Central Coast LHD,9-Oct,57,47.5,68.1
Lung Cancer,Females,Central Coast LHD,10-Nov,39.2,31.4,48.5
Lung Cancer,Females,Central Coast LHD,11-Dec,53.2,44.1,63.8
Lung Cancer,Females,Central Coast LHD,Dec-13,43.7,35.6,53.4
Lung Cancer,Females,Central Coast LHD,13/14,38.6,30.8,47.8
Lung Cancer,Females,Central Coast LHD,14/15,49.9,40.7,60.6
Lung Cancer,Females,Central Coast LHD,15/16,44.3,36.2,53.9
Lung Cancer,Females,Central Coast LHD,16/17,54.3,45.6,64.3
Lung Cancer,Females,Central Coast LHD,17/18,58.7,49.6,69.2
Lung Cancer,Females,Central Coast LHD,18/19,56.6,47.6,67
Lung Cancer,Females,Central Coast LHD,19/20,49.3,41.4,58.6
Lung Cancer,Females,Central Coast LHD,20/21,56,47.6,65.6
Lung Cancer,Females,Central Coast LHD,21/22,48.3,40.6,57.2
Lung Cancer,Females,Hunter New England LHD,1-Feb,53,46.6,60.1
Lung Cancer,Females,Hunter New England LHD,2-Mar,50.7,44.6,57.5
Lung Cancer,Females,Hunter New England LHD,3-Apr,48.3,42.4,54.8
Lung Cancer,Females,Hunter New England LHD,4-May,52.2,46.1,59
Lung Cancer,Females,Hunter New England LHD,5-Jun,56.2,49.8,63.3
Lung Cancer,Females,Hunter New England LHD,6-Jul,58.2,51.7,65.2
Lung Cancer,Females,Hunter New England LHD,7-Aug,55.5,49.2,62.5
Lung Cancer,Females,Hunter New England LHD,8-Sep,54.1,48,60.8
Lung Cancer,Females,Hunter New England LHD,9-Oct,50.1,44.4,56.5
Lung Cancer,Females,Hunter New England LHD,10-Nov,51.8,46.1,58.1
Lung Cancer,Females,Hunter New England LHD,11-Dec,56.6,50.7,63.1
Lung Cancer,Females,Hunter New England LHD,Dec-13,42.2,37.1,47.8
Lung Cancer,Females,Hunter New England LHD,13/14,43,37.9,48.6
Lung Cancer,Females,Hunter New England LHD,14/15,51.6,46.1,57.6
Lung Cancer,Females,Hunter New England LHD,15/16,49.4,44,55.3
Lung Cancer,Females,Hunter New England LHD,16/17,44,38.9,49.6
Lung Cancer,Females,Hunter New England LHD,17/18,48.7,43.5,54.4
Lung Cancer,Females,Hunter New England LHD,18/19,55.6,50,61.8
Lung Cancer,Females,Hunter New England LHD,19/20,52.9,47.6,58.8
Lung Cancer,Females,Hunter New England LHD,20/21,51.3,46,57.1
Lung Cancer,Females,Hunter New England LHD,21/22,45.8,40.9,51.2
Lung Cancer,Females,Northern NSW LHD,1-Feb,59,47.8,72.1
Lung Cancer,Females,Northern NSW LHD,2-Mar,43.4,33.9,54.9
Lung Cancer,Females,Northern NSW LHD,3-Apr,42.6,33.2,54.1
Lung Cancer,Females,Northern NSW LHD,4-May,53.1,42.7,65.4
Lung Cancer,Females,Northern NSW LHD,5-Jun,65.6,54.3,78.7
Lung Cancer,Females,Northern NSW LHD,6-Jul,43.5,34.7,54.2
Lung Cancer,Females,Northern NSW LHD,7-Aug,44.5,35.3,55.5
Lung Cancer,Females,Northern NSW LHD,8-Sep,55.7,45.5,67.7
Lung Cancer,Females,Northern NSW LHD,9-Oct,43.9,35.3,54.2
Lung Cancer,Females,Northern NSW LHD,10-Nov,43,34.5,53.3
Lung Cancer,Females,Northern NSW LHD,11-Dec,45.3,36.3,56.2
Lung Cancer,Females,Northern NSW LHD,Dec-13,48.2,39.1,58.9
Lung Cancer,Females,Northern NSW LHD,13/14,61.7,51.8,73.3
Lung Cancer,Females,Northern NSW LHD,14/15,39.9,32.3,49
Lung Cancer,Females,Northern NSW LHD,15/16,51.6,42.8,61.9
Lung Cancer,Females,Northern NSW LHD,16/17,48.5,40.2,58.4
Lung Cancer,Females,Northern NSW LHD,17/18,51.1,42.3,61.4
Lung Cancer,Females,Northern NSW LHD,18/19,62.2,52.1,74
Lung Cancer,Females,Northern NSW LHD,19/20,50.8,42.1,61
Lung Cancer,Females,Northern NSW LHD,20/21,46,37.9,55.7
Lung Cancer,Females,Northern NSW LHD,21/22,48.1,39.4,58.4
Lung Cancer,Females,Mid North Coast LHD,1-Feb,55.9,43.3,71.3
Lung Cancer,Females,Mid North Coast LHD,2-Mar,67,53.4,83.2
Lung Cancer,Females,Mid North Coast LHD,3-Apr,44,33.5,57.1
Lung Cancer,Females,Mid North Coast LHD,4-May,84.6,70.1,101.6
Lung Cancer,Females,Mid North Coast LHD,5-Jun,63.9,51.2,79.1
Lung Cancer,Females,Mid North Coast LHD,6-Jul,50.6,39.6,64
Lung Cancer,Females,Mid North Coast LHD,7-Aug,30.6,22.5,41.3
Lung Cancer,Females,Mid North Coast LHD,8-Sep,59.9,47.7,74.6
Lung Cancer,Females,Mid North Coast LHD,9-Oct,42.9,33.2,55
